date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:17%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Dino-of-MIH-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Dino-of-MIH-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:18	28311/28311	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:18%20GMT	https://web.archive.org/web/20250401235329im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Dino-of-MIH-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235329im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Dino-of-MIH-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:19%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/G%c3%a9rome-of-LeanSquare-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/G%c3%a9rome-of-LeanSquare-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:21	100078/100078	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:21%20GMT	https://web.archive.org/web/20250401235332im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/G%C3%A9rome-of-LeanSquare-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235332im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/G%c3%a9rome-of-LeanSquare-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:21%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Grace-of-Sthlm-Music-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Grace-of-Sthlm-Music-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:23	10753/10753	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:23%20GMT	https://web.archive.org/web/20250401235335im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Grace-of-Sthlm-Music-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235335im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Grace-of-Sthlm-Music-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:24	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:24%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Jonas-of-Music-Norway-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Jonas-of-Music-Norway-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:25	69865/69865	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:25%20GMT	https://web.archive.org/web/20250401235337im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Jonas-of-Music-Norway-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235337im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Jonas-of-Music-Norway-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:25%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Karine_SACEM_II-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Karine_SACEM_II-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:29%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Olivier-of-Technoport-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Olivier-of-Technoport-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:30	474963/474963	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:28%20GMT	https://web.archive.org/web/20250401235340im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Karine_SACEM_II-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235340im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Karine_SACEM_II-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:30	5643/5643	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:30%20GMT	https://web.archive.org/web/20250401235346im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Olivier-of-Technoport-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235346im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Olivier-of-Technoport-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:31%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Sara-of-Sthlm-Music-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Sara-of-Sthlm-Music-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:33	28436/28436	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:32%20GMT	https://web.archive.org/web/20250401235349im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Sara-of-Sthlm-Music-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235349im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Sara-of-Sthlm-Music-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:33	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:33%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/jury01.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/jury01.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:35	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:35%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Turo-of-Teosto-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Turo-of-Teosto-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:36	493228/493228	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:34%20GMT	https://web.archive.org/web/20250401235351im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/jury01.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235351im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/jury01.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:37	35652/35652	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:37%20GMT	https://web.archive.org/web/20250401235358im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Turo-of-Teosto-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235358im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Turo-of-Teosto-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:38	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:37%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Yvan-of-TheLynk-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Yvan-of-TheLynk-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:40	44421/44421	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:40%20GMT	https://web.archive.org/web/20250401235400im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Yvan-of-TheLynk-1.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235400im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Yvan-of-TheLynk-1.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:41%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/01-Alexandra-Jouclard-Lawyer-at-Barreau-de-Paris.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/01-Alexandra-Jouclard-Lawyer-at-Barreau-de-Paris.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:42	353367/353367	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:41%20GMT	https://web.archive.org/web/20250401235402im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/01-Alexandra-Jouclard-Lawyer-at-Barreau-de-Paris.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235402im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/01-Alexandra-Jouclard-Lawyer-at-Barreau-de-Paris.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:42%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/14-Bas-Grasmayer-Founder-of-MUSIC-x-TECH-x-FUTURE-.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/14-Bas-Grasmayer-Founder-of-MUSIC-x-TECH-x-FUTURE-.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:45	445949/445949	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:43%20GMT	https://web.archive.org/web/20250401235407im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/14-Bas-Grasmayer-Founder-of-MUSIC-x-TECH-x-FUTURE-.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235407im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/14-Bas-Grasmayer-Founder-of-MUSIC-x-TECH-x-FUTURE-.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:46%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/15-Cheri-Hu-Music-Business-Journalist-and-Researcher.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/15-Cheri-Hu-Music-Business-Journalist-and-Researcher.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:49	423720/423720	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:48%20GMT	https://web.archive.org/web/20250401235414im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/15-Cheri-Hu-Music-Business-Journalist-and-Researcher.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235414im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/15-Cheri-Hu-Music-Business-Journalist-and-Researcher.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:49%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/04-Cormac-McGee-Coordinator-at-The-Music-Den.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/04-Cormac-McGee-Coordinator-at-The-Music-Den.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:50	387825/387825	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:50%20GMT	https://web.archive.org/web/20250401235419im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/04-Cormac-McGee-Coordinator-at-The-Music-Den.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235419im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/04-Cormac-McGee-Coordinator-at-The-Music-Den.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:50%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/16-erik-brataas-CEO-of-music-industry-investment-startup-Indie5000-1.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/16-erik-brataas-CEO-of-music-industry-investment-startup-Indie5000-1.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:53	301457/301457	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:52%20GMT	https://web.archive.org/web/20250401235428im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/16-erik-brataas-CEO-of-music-industry-investment-startup-Indie5000-1.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235428im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/16-erik-brataas-CEO-of-music-industry-investment-startup-Indie5000-1.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:53%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/05-Gadi-Sassoon-artist.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/05-Gadi-Sassoon-artist.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:54	211917/211917	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:54%20GMT	https://web.archive.org/web/20250401235432im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/05-Gadi-Sassoon-artist.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235432im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/05-Gadi-Sassoon-artist.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:55%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/09-Sabina-Barcucci-Product-Innovation-Manager.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/09-Sabina-Barcucci-Product-Innovation-Manager.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:58	334127/334127	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:58%20GMT	https://web.archive.org/web/20250401235435im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/09-Sabina-Barcucci-Product-Innovation-Manager.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235435im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/09-Sabina-Barcucci-Product-Innovation-Manager.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:58%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e89fdb5626.30548902_Logo_MIH_B_O.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e89fdb5626.30548902_Logo_MIH_B_O.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:00	6898/6898	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:59%20GMT	https://web.archive.org/web/20250401235441im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e89fdb5626.30548902_Logo_MIH_B_O.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235441im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e89fdb5626.30548902_Logo_MIH_B_O.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:00%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e849dd6881.57754047_thelynk_white.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e849dd6881.57754047_thelynk_white.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:01	13690/13690	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:01%20GMT	https://web.archive.org/web/20250401235443im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e849dd6881.57754047_thelynk_white.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235443im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e849dd6881.57754047_thelynk_white.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:01%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9fd9536a03f1.49911267_logoTechnoport_BW.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9fd9536a03f1.49911267_logoTechnoport_BW.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:02	24438/24438	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:02%20GMT	https://web.archive.org/web/20250401235446im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9fd9536a03f1.49911267_logoTechnoport_BW.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235446im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9fd9536a03f1.49911267_logoTechnoport_BW.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:03%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e870a85318.86004347_WMT20_-_Logo_L_Bl.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e870a85318.86004347_WMT20_-_Logo_L_Bl.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:04	11328/11328	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:04%20GMT	https://web.archive.org/web/20250401235448im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e870a85318.86004347_WMT20_-_Logo_L_Bl.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235448im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e870a85318.86004347_WMT20_-_Logo_L_Bl.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:04%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e957c3e8f5.41933472_SACEM+SIGNATURE_FR_1L_CMJN_UK_(1).png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e957c3e8f5.41933472_SACEM+SIGNATURE_FR_1L_CMJN_UK_(1).png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:06	50668/50668	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:06%20GMT	https://web.archive.org/web/20250401235450im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e957c3e8f5.41933472_SACEM+SIGNATURE_FR_1L_CMJN_UK_(1).png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235450im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e957c3e8f5.41933472_SACEM+SIGNATURE_FR_1L_CMJN_UK_(1).png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:07%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5ea2a579225e00.39825186_Teosto-logot-RGB-white-transparent.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5ea2a579225e00.39825186_Teosto-logot-RGB-white-transparent.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:09	32853/32853	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:09%20GMT	https://web.archive.org/web/20250401235453im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5ea2a579225e00.39825186_Teosto-logot-RGB-white-transparent.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235453im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5ea2a579225e00.39825186_Teosto-logot-RGB-white-transparent.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:10%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e97c896262.84950820_MN_logo_vertical_white.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e97c896262.84950820_MN_logo_vertical_white.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:11	3693/3693	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:11%20GMT	https://web.archive.org/web/20250401235455im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e97c896262.84950820_MN_logo_vertical_white.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235455im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e96e97c896262.84950820_MN_logo_vertical_white.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:12%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3aae0bd659.89458600_Copy_of_MUSIC_ALLY_NEW_LOGO_2020.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3aae0bd659.89458600_Copy_of_MUSIC_ALLY_NEW_LOGO_2020.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:13	69095/69095	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:13%20GMT	https://web.archive.org/web/20250401235457im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3aae0bd659.89458600_Copy_of_MUSIC_ALLY_NEW_LOGO_2020.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235457im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3aae0bd659.89458600_Copy_of_MUSIC_ALLY_NEW_LOGO_2020.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:53:14%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3c03af5ab0.84985148_SMC.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3c03af5ab0.84985148_SMC.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:53:15	113548/113548	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:53:15%20GMT	https://web.archive.org/web/20250401235500im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3c03af5ab0.84985148_SMC.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235500im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/photos/param_5e9d3c03af5ab0.84985148_SMC.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
